################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  2.2525592658450977E+00 a       321     0    22     1     6
 -4.8594267941119629E+00 a       322     0    22     1     7
  2.7007023526285994E+00 a       323     0    22     1     8
 -5.5627475672382232E-01 a       324     0    22     1     9
  1.0888529679851926E+00 a       325     0    22     1    10
 -2.6201513688559421E+00 a       326     0    22     1    11
 -4.8463589083143516E-01 a       327     0    22     1    12
  6.5591330748208676E-01 a       328     0    22     1    13
 -9.8774251437094363E-01 a       329     0    22     1    14
  1.1113221193692835E+00 a       330     0    22     1    15
 -1.0224233300215790E-01 a       331     0    23     1     1
 -4.7054134789549444E-02 a       332     0    23     1     2
  1.3149723862129603E-01 a       333     0    23     1     3
 -2.2268345120257504E-01 a       334     0    23     1     4
 -2.9009558457503928E-02 a       335     0    23     1     5
 -3.6427602927963931E-02 a       336     0    23     1     6
  1.3354234174976376E-01 a       337     0    23     1     7
 -1.0657597860511570E-01 a       338     0    23     1     8
 -1.3819619108171383E-01 a       339     0    23     1     9
  2.0693715671236435E-01 a       340     0    23     1    10
 -1.3507942938019682E-01 a       341     0    23     1    11
 -1.5780906618792295E-01 a       342     0    23     1    12
  1.5624519155233210E-02 a       343     0    23     1    13
  2.4323219121931128E-02 a       344     0    23     1    14
 -1.8118240475231469E-02 a       345     0    23     1    15
 -1.6089648092658743E-01 a       346     0    24     1     1
  3.4223762477494785E-01 a       347     0    24     1     2
 -1.7209592730202744E-01 a       348     0    24     1     3
  5.6480619524032992E-04 a       349     0    24     1     4
  2.3574156202789717E-01 a       350     0    24     1     5
 -4.0205183644670034E-01 a       351     0    24     1     6
 -4.8743115747122240E-01 a       352     0    24     1     7
  4.5906478646591919E-01 a       353     0    24     1     8
  7.1386640074054064E-01 a       354     0    24     1     9
 -1.2202191806181899E+00 a       355     0    24     1    10
 -6.9235042931232241E-02 a       356     0    24     1    11
 -4.3027302217442298E-01 a       357     0    24     1    12
  5.6086725244749398E-02 a       358     0    24     1    13
  4.7713222069180411E-02 a       359     0    24     1    14
  4.5008979739394030E-02 a       360     0    24     1    15
  1.9423447382594286E-01 a       361     0    25     1     1
  2.4941711499099517E+00 a       362     0    25     1     2
 -1.4334848150016906E+00 a       363     0    25     1     3
 -6.1653729803813673E-01 a       364     0    25     1     4
  6.1708556867308217E-01 a       365     0    25     1     5
 -7.1848510332692495E-01 a       366     0    25     1     6
  8.9180386077050766E-01 a       367     0    25     1     7
  1.5437685418326859E+00 a       368     0    25     1     8
  1.5899317320652684E+00 a       369     0    25     1     9
 -4.6583535928109017E+00 a       370     0    25     1    10
  1.5714701734237395E+00 a       371     0    25     1    11
  1.3631526416805018E+00 a       372     0    25     1    12
  2.2973043537298548E+00 a       373     0    25     1    13
  7.6120705041237899E-02 a       374     0    25     1    14
  6.3095630112243595E-01 a       375     0    25     1    15
 -1.3593216556852225E-01 a       376     0    26     1     1
  1.5863350675814133E-01 a       377     0    26     1     2
 -1.2719949953229306E-01 a       378     0    26     1     3
  1.4629240656871986E-01 a       379     0    26     1     4
 -6.3280594494860148E-02 a       380     0    26     1     5
 -4.7307694582556133E-02 a       381     0    26     1     6
 -2.3949939099022655E-01 a       382     0    26     1     7
  9.5266680070178161E-02 a       383     0    26     1     8
 -1.3239092470658678E-01 a       384     0    26     1     9
 -4.2179762706743329E-01 a       385     0    26     1    10
  2.0296854907246231E-01 a       386     0    26     1    11
 -1.3313960258239299E-01 a       387     0    26     1    12
  1.1167102710518650E-01 a       388     0    26     1    13
  6.4555441029812144E-02 a       389     0    26     1    14
  9.7549407016954120E-03 a       390     0    26     1    15
 -1.1397411266635891E+00 a       391     0    27     1     1
  8.2240246535152040E-01 a       392     0    27     1     2
  5.9481803890965435E-01 a       393     0    27     1     3
 -1.1263158315783166E+00 a       394     0    27     1     4
 -5.2124968380371683E-01 a       395     0    27     1     5
 -1.2918615175304142E+00 a       396     0    27     1     6
  1.8754058185767117E-01 a       397     0    27     1     7
 -1.0288095405025812E+00 a       398     0    27     1     8
 -1.4062419861281401E+00 a       399     0    27     1     9
  9.5971922907922558E-02 a       400     0    27     1    10
 -7.3622689502327865E-01 a       401     0    27     1    11
 -6.2526416164791418E-02 a       402     0    27     1    12
  1.3999466917267978E+00 a       403     0    27     1    13
  2.1549751721950341E-01 a       404     0    27     1    14
 -4.6818068321503099E-02 a       405     0    27     1    15
  1.4120654886485882E+00 a       406     0    28     1     1
  3.4769241808943652E+00 a       407     0    28     1     2
 -2.8396343250348288E-01 a       408     0    28     1     3
  3.5191035314045336E+00 a       409     0    28     1     4
 -1.7419543861686171E+00 a       410     0    28     1     5
 -1.4517823107194339E+00 a       411     0    28     1     6
  4.7825134600502723E+00 a       412     0    28     1     7
 -2.2345192635479175E-01 a       413     0    28     1     8
  2.6482919119803903E+00 a       414     0    28     1     9
  9.9990183569770918E-01 a       415     0    28     1    10
 -1.4171327462132586E+00 a       416     0    28     1    11
  1.4790924312954519E+00 a       417     0    28     1    12
  7.1551526041285030E-01 a       418     0    28     1    13
  3.4530828070506496E-02 a       419     0    28     1    14
 -3.1217598311887751E-01 a       420     0    28     1    15
  1.0622394136302438E-01 a       421     0    29     1     1
 -6.4621248409854587E-02 a       422     0    29     1     2
  4.3597903135567373E-01 a       423     0    29     1     3
